Date,Price,Open,High,Low,Vol.,Change %
6/13/25,38.155,37.595,38.46,37.105,4.25K,5.47%
6/12/25,36.177,36.177,36.5,35.765,8.20K,0.74%
6/11/25,35.913,35.165,35.9,35.06,4.91K,3.68%
6/10/25,34.638,35.555,35.555,34.55,4.63K,-2.72%
6/9/25,35.605,36.145,36.245,35.45,4.95K,-1.78%
6/6/25,36.251,36.55,36.72,35.955,4.61K,-0.39%
6/5/25,36.393,35.705,36.59,35.705,3.86K,2.08%
6/4/25,35.65,36.005,36.365,35.415,6.57K,-0.55%
6/3/25,35.848,35.265,36,34.97,3.62K,2.38%
6/2/25,35.015,34.1,35.485,34.1,4.19K,2.30%
5/30/25,34.228,34.955,35.355,33.855,0.78K,-2.65%
5/29/25,35.158,35.158,35.158,35.158,,-4.17%
5/28/25,36.687,36.8,36.99,36.8,0.08K,-0.86%
5/27/25,37.006,36.975,36.975,36.685,0.38K,1.53%
5/23/25,36.45,36.4,36.77,35.88,0.47K,0.26%
5/22/25,36.356,36.54,37.04,36.11,6.32K,-0.72%
5/21/25,36.621,37.25,37.775,36.43,6.86K,-0.97%
5/20/25,36.979,35.26,37.14,35.235,5.47K,4.98%
5/19/25,35.225,35,35.46,34.9,3.82K,0.20%
5/16/25,35.156,35.35,35.935,34.785,3.81K,-0.39%
5/15/25,35.294,35.345,35.495,34.45,8.95K,0.70%
5/14/25,35.048,35.65,35.68,34.425,5.20K,-1.95%
5/13/25,35.744,35.015,36.15,35.01,7.76K,1.00%
5/12/25,35.39,34.555,36.305,34.545,13.45K,2.23%
5/9/25,34.618,35.7,35.99,34.32,7.11K,-2.05%
5/8/25,35.341,34.22,35.745,34.22,8.95K,2.35%
5/7/25,34.531,34.615,35.515,34.115,16.62K,-0.61%
5/6/25,34.743,33.34,35.085,33.235,26.23K,5.51%
5/5/25,32.93,32.79,33.065,32.6,3.08K,-0.45%
5/2/25,33.078,32.095,33.63,32.085,4.78K,2.89%
5/1/25,32.149,32.03,32.28,31.65,3.62K,-0.52%
4/30/25,32.317,31.875,32.755,31.655,0.23K,1.45%
4/29/25,31.856,30.9,31.5,30.9,0.00K,-1.67%
4/28/25,32.398,32.7,32.7,32.275,0.07K,-0.10%
4/25/25,32.432,33.445,33.445,31.95,7.19K,-3.40%
4/24/25,33.574,34.05,34.14,33.08,12.55K,-1.72%
4/23/25,34.16,34.675,34.975,33.925,11.56K,-0.25%
4/22/25,34.244,35.85,35.85,34.025,6.15K,-3.96%
4/21/25,35.657,35.657,35.657,35.657,,0.00%
4/17/25,35.657,35.6,35.835,35.305,0.28K,0.98%
4/16/25,35.312,33.905,35.63,33.905,2.86K,2.63%
4/15/25,34.407,34.5,35.525,34.17,2.06K,-0.27%
4/14/25,34.499,34.275,34.785,33.71,1.59K,3.10%
4/11/25,33.463,33.725,34.055,32.805,12.78K,0.51%
4/10/25,33.293,34.65,35.14,33.15,8.93K,-1.11%
4/9/25,33.666,34.6,35.395,33.305,13.98K,-7.08%
4/8/25,36.231,36.335,36.96,35.58,7.61K,-2.08%
4/7/25,37,34.645,38.56,33.595,0.82K,1.65%
4/4/25,36.401,39.25,39.25,35.265,3.86K,-7.15%
4/3/25,39.203,39.75,40.46,38.455,6.65K,-4.99%
4/2/25,41.263,42.475,42.95,40.87,3.65K,-2.80%
4/1/25,42.45,40.875,42.7,40.45,2.02K,4.38%
3/31/25,40.667,40.825,41.385,39.885,0.23K,0.20%
3/28/25,40.587,40.9,40.9,40.9,0.00K,-1.49%
3/27/25,41.202,41.1,41.425,41.1,0.02K,0.81%
3/26/25,40.87,40.555,41.255,40.555,0.26K,-1.65%
3/25/25,41.555,42.05,42.63,41.16,0.18K,-2.79%
3/24/25,42.748,42.405,42.69,41.24,0.32K,0.34%
3/21/25,42.605,44.755,44.755,42.03,0.27K,-0.58%
3/20/25,42.855,43.86,44.15,42.675,0.49K,-1.15%
3/19/25,43.355,42.505,43.94,41.96,16.91K,6.38%
3/18/25,40.755,41.45,41.625,39.85,7.89K,-1.20%
3/17/25,41.248,41.395,42.005,40.35,6.51K,-2.46%
3/14/25,42.29,41.3,42.895,41.145,12.03K,0.51%
3/13/25,42.076,42.455,43.625,40.545,0.49K,-0.42%
3/12/25,42.254,42.645,43.345,41.295,5.50K,-1.07%
3/11/25,42.71,41.405,43.56,40.865,4.77K,3.58%
3/10/25,41.232,40.07,41.37,39.65,3.64K,3.15%
3/7/25,39.971,37.325,41.5,37.205,5.76K,4.53%
3/6/25,38.24,41.875,42,37.705,3.48K,-7.87%
3/5/25,41.508,43.485,43.905,40.85,10.11K,-4.50%
3/4/25,43.464,45.315,45.315,42.51,0.98K,-3.87%
3/3/25,45.213,46.95,47.23,44.53,0.34K,2.01%
2/28/25,44.32,46.5,46.545,44.11,0.25K,-1.36%
2/27/25,44.93,44.375,44.56,44.375,0.01K,8.69%
2/26/25,41.336,41.336,41.336,41.336,0.16K,-6.67%
2/25/25,44.291,45.435,45.835,43.75,0.10K,-6.05%
2/24/25,47.144,46.135,47.26,45.11,0.19K,-0.11%
2/21/25,47.195,47.65,48.225,46.105,0.33K,-0.63%
2/20/25,47.494,47.35,48.6,47.065,0.68K,-1.60%
2/19/25,48.264,50,50.395,47.12,1.92K,-1.93%
2/18/25,49.215,50.005,50.895,46.84,3.04K,-2.90%
2/14/25,50.685,50.05,51.6,48.39,1.02K,-1.36%
2/13/25,51.383,55.66,55.66,50.565,10.41K,-7.69%
2/12/25,55.661,56.2,57,54.23,47.19K,-3.64%
2/11/25,57.766,57.13,59.335,56.375,37.59K,-0.47%
2/10/25,58.039,57.3,58.695,57.255,41.14K,4.16%
2/7/25,55.723,53.815,56.05,53.66,24.71K,2.24%
2/6/25,54.502,53.91,55.465,53.55,37.21K,1.99%
2/5/25,53.438,51.85,53.905,51.85,8.89K,2.67%
2/4/25,52.048,52.905,53.395,51.39,1.70K,-3.25%
2/3/25,53.794,54.2,54.62,52.85,0.54K,1.05%
1/31/25,53.237,52,53.755,51.945,1.52K,2.92%
1/30/25,51.726,52.02,52.54,51.53,0.01K,1.11%
1/29/25,51.156,49.74,51.33,49.74,0.02K,6.08%
1/28/25,48.224,48.2,48.615,48.05,0.15K,0.76%
1/27/25,47.862,48.825,48.9,47.83,0.36K,-3.70%
1/24/25,49.702,49.585,49.91,48.205,15.83K,1.18%
1/23/25,49.123,48.83,50.3,48.6,17.68K,0.84%
1/22/25,48.716,50.085,50.7,48.55,41.43K,-2.62%
1/21/25,50.027,46.65,50.225,46.15,32.26K,6.70%
1/17/25,46.887,46,47.405,45.765,24.92K,1.40%
1/16/25,46.241,46.205,46.41,45.7,4.97K,-1.63%
1/15/25,47.006,47.45,47.75,46.45,8.69K,0.13%
1/14/25,46.947,48.53,48.605,46.605,12.63K,-2.72%
1/13/25,48.261,46.65,48.57,46.65,31.50K,7.23%
1/10/25,45.008,44.85,45.785,43.225,22.27K,0.05%
1/9/25,44.987,45.095,45.48,43.895,10.51K,-1.26%
1/8/25,45.559,47.995,47.995,45.14,6.24K,-4.03%
1/7/25,47.474,46.75,47.86,45.985,4.68K,0.31%
1/6/25,47.326,49.1,49.25,46.94,3.21K,-4.63%
1/3/25,49.622,49.905,50.35,49.385,3.66K,-1.29%
1/2/25,50.273,50.215,50.695,48.615,0.71K,2.83%
12/31/24,48.889,48.35,50.53,48.225,0.38K,2.64%
12/30/24,47.633,48.3,48.3,47.235,0.03K,-0.21%
12/27/24,47.731,47.18,47.93,46.8,0.26K,4.37%
12/26/24,45.731,45.731,45.731,45.731,,0.00%
12/24/24,45.731,45.75,46.55,45.3,0.16K,0.41%
12/23/24,45.545,44.335,45.835,43.8,1.15K,3.21%
12/20/24,44.13,43.875,44.465,42.785,1.53K,2.44%
12/19/24,43.078,41.475,43.615,39.835,1.83K,5.05%
12/18/24,41.007,42.355,42.4,40.63,3.55K,-2.52%
12/17/24,42.065,40.5,42.145,39.955,3.03K,4.44%
12/16/24,40.277,40.185,40.585,38.955,11.20K,-2.28%
12/13/24,41.215,42.54,43.245,41.01,22.34K,-3.71%
12/12/24,42.804,44.4,44.45,42.495,17.35K,-4.23%
12/11/24,44.694,45.25,45.96,44.4,17.84K,-1.88%
12/10/24,45.552,44.55,45.845,44.45,7.64K,1.55%
12/9/24,44.855,46.2,46.305,44.74,12.53K,-3.50%
12/6/24,46.48,46.25,46.7,45.95,4.41K,-0.15%
12/5/24,46.551,47.51,47.56,46.005,6.28K,-1.05%
12/4/24,47.046,48.1,48.15,46.71,6.88K,-3.11%
12/3/24,48.557,48.93,49.05,48.25,3.53K,-0.20%
12/2/24,48.655,48.86,49.295,48.35,3.85K,1.77%
11/29/24,47.811,47.48,47.95,46.235,0.59K,2.24%
11/27/24,46.762,46.535,46.8,46,0.09K,-0.96%
11/26/24,47.216,47.38,48.29,46.13,0.19K,-1.08%
11/25/24,47.733,47.665,48.88,47.4,0.67K,1.52%
11/22/24,47.018,49.05,49.24,46.775,10.60K,-2.66%
11/21/24,48.303,47.12,48.725,47.12,11.92K,3.22%
11/20/24,46.796,45.36,47.23,45.275,24.27K,2.47%
11/19/24,45.668,46.655,47.315,45.6,15.99K,-2.63%
11/18/24,46.9,45.48,47.125,45.385,9.48K,0.75%
11/15/24,46.551,46,47.41,45.45,20.42K,0.71%
11/14/24,46.224,45.505,46.51,44.995,9.38K,5.86%
11/13/24,43.666,43.625,44.105,42.2,8.32K,-1.33%
11/12/24,44.255,43.82,44.435,43,7.78K,1.21%
11/11/24,43.728,41.675,44.11,41.675,8.19K,3.11%
11/8/24,42.409,42.325,43.055,41.975,7.86K,2.74%
11/7/24,41.276,40.505,41.575,40.385,4.67K,2.20%
11/6/24,40.388,40.1,40.75,39.04,2.80K,-0.26%
11/5/24,40.492,40.33,41.2,40.305,2.21K,0.47%
11/4/24,40.301,39.495,40.525,39.43,1.50K,2.87%
11/1/24,39.175,39.325,40.38,38.55,1.35K,-3.48%
10/31/24,40.588,41.225,41.49,38.07,0.42K,-0.77%
10/30/24,40.903,41.565,41.565,41.125,0.02K,-4.59%
10/29/24,42.869,43.44,43.605,43.2,0.04K,0.82%
10/28/24,42.519,42.5,42.725,41.88,0.13K,-2.28%
10/25/24,43.513,42.2,43.57,42.2,0.27K,3.22%
10/24/24,42.154,41.85,42.63,41.75,0.32K,1.87%
10/23/24,41.38,40.8,41.75,40.65,0.39K,1.66%
10/22/24,40.704,39.93,41.005,39.79,0.22K,1.70%
10/21/24,40.024,39.81,40.215,39.65,0.20K,2.09%
10/18/24,39.204,39.74,39.74,39.105,0.21K,-1.12%
10/17/24,39.65,39.45,40.03,39.31,0.14K,1.04%
10/16/24,39.241,40.205,40.26,39.155,0.16K,-1.83%
10/15/24,39.973,39.85,40.09,38.975,0.12K,-1.44%
10/14/24,40.559,39.32,40.705,39.235,0.12K,1.71%
10/11/24,39.879,39.865,40.575,39.52,0.22K,-1.03%
10/10/24,40.293,38.405,40.35,38.405,0.27K,5.09%
10/9/24,38.341,38.405,39.16,38.1,0.25K,-1.49%
10/8/24,38.919,40.18,40.18,38.7,0.26K,-3.29%
10/7/24,40.244,40.205,40.945,39.505,0.21K,-1.80%
10/4/24,40.98,39.625,41.17,39.375,0.13K,2.68%
10/3/24,39.912,38.395,39.83,38.145,0.20K,3.35%
10/2/24,38.617,39.9,39.9,38.425,0.23K,-1.67%
10/1/24,39.273,38.395,39.6,37.445,0.21K,0.59%
9/30/24,39.044,39.205,39.27,38.705,0.14K,2.44%
9/27/24,38.114,37.28,38.125,37.28,0.02K,0.59%
9/26/24,37.89,37.03,37.92,36.7,0.10K,1.53%
9/25/24,37.319,36.365,37.505,36.145,0.08K,5.38%
9/24/24,35.413,35.413,35.413,35.413,0.21K,-2.20%
9/23/24,36.211,34.9,36.295,34.57,0.25K,5.13%
9/20/24,34.444,34.485,35.08,33.865,0.21K,4.11%
9/19/24,33.083,35.98,36.695,32.525,0.65K,-6.13%
9/18/24,35.245,35.185,35.745,34.705,0.23K,-0.85%
9/17/24,35.547,34.15,35.75,34.125,0.27K,4.30%
9/16/24,34.081,35.11,35.145,33.965,0.33K,-4.40%
9/13/24,35.648,35.405,36.175,35.145,0.49K,1.30%
9/12/24,35.19,35.83,35.85,34.845,0.44K,-2.63%
9/11/24,36.14,35.45,36.295,34.885,0.42K,2.44%
9/10/24,35.28,37.395,37.845,34.895,0.55K,-5.50%
9/9/24,37.335,36.9,37.475,36.35,0.34K,2.34%
9/6/24,36.48,37.05,37.535,36.35,0.55K,0.79%
9/5/24,36.195,35.705,36.71,35.605,0.85K,1.10%
9/4/24,35.8,36.815,37,35.605,0.57K,-3.75%
9/3/24,37.195,39.845,39.845,36.99,0.47K,-6.60%
8/30/24,39.825,38.985,40.235,38.85,0.40K,3.17%
8/29/24,38.601,38.55,38.985,38.145,0.04K,0.21%
8/28/24,38.52,39.3,39.3,38.7,0.01K,-0.44%
8/27/24,38.69,37.475,38.9,37.405,0.19K,2.75%
8/26/24,37.655,36.775,37.855,36.175,0.11K,2.14%
8/23/24,36.865,36.975,37.32,36.15,0.53K,0.77%
8/22/24,36.585,37.225,37.565,36.2,0.54K,-1.15%
8/21/24,37.01,37.91,38.465,36.905,0.57K,-2.49%
8/20/24,37.955,39.295,40.075,37.62,0.78K,-4.74%
8/19/24,39.845,39.265,40.4,39.105,0.74K,0.50%
8/16/24,39.645,39.69,40.06,39.19,0.63K,0.11%
8/15/24,39.6,39.095,39.905,38.84,0.68K,1.63%
8/14/24,38.965,39.57,40.175,38.66,0.85K,-1.30%
8/13/24,39.48,39.395,40.395,38.795,0.85K,-0.45%
8/12/24,39.66,39.625,42.86,39.265,1.29K,-1.82%
8/9/24,40.395,40.035,40.715,39.575,0.84K,0.75%
8/8/24,40.095,38.62,40.3,38.195,1.07K,4.28%
8/7/24,38.45,36.755,38.76,35.935,1.00K,4.84%
8/6/24,36.675,36.25,37.025,36.055,0.43K,3.31%
8/5/24,35.5,36.77,36.77,34.825,0.71K,-3.14%
8/2/24,36.65,36.67,37.09,36.07,0.95K,-0.87%
8/1/24,36.97,36.14,37.02,35.81,0.82K,3.07%
7/31/24,35.87,35.735,35.95,35.105,0.29K,4.39%
7/30/24,34.361,33.74,34.3,33.74,0.01K,1.43%
7/29/24,33.875,33.475,33.93,33.35,0.08K,4.31%
7/26/24,32.475,32.135,32.78,32.135,0.07K,2.19%
7/25/24,31.78,32.38,32.38,31.69,0.75K,-2.58%
7/24/24,32.62,31.525,32.945,31.52,0.66K,3.16%
7/23/24,31.62,31.62,31.83,31.335,1.12K,-0.69%
7/22/24,31.84,31.8,31.95,31.195,0.35K,-1.03%
7/19/24,32.17,32.53,32.53,31.725,0.22K,-1.55%
7/18/24,32.675,31.84,32.755,31.82,0.20K,2.45%
7/17/24,31.895,32.905,33.25,31.6,0.75K,-2.74%
7/16/24,32.795,31.495,33.02,31.495,0.39K,4.54%
7/15/24,31.37,31.86,31.93,31.075,0.80K,-1.10%
7/12/24,31.72,31.27,32.285,30.92,0.90K,1.96%
7/11/24,31.11,30.85,31.405,30.405,0.85K,1.06%
7/10/24,30.785,31.25,31.695,30.635,1.40K,-1.76%
7/9/24,31.335,32.175,32.175,30.95,1.05K,-2.94%
7/8/24,32.285,33.195,33.7,32.05,1.01K,-2.36%
7/5/24,33.065,32.505,33.8,32.415,0.79K,1.15%
7/3/24,32.69,33.25,33.39,32.645,1.24K,-2.95%
7/2/24,33.685,33.525,33.87,33.175,0.67K,0.60%
7/1/24,33.485,34.5,34.945,33.42,0.21K,-2.89%
6/28/24,34.48,34.675,34.745,34.05,0.46K,-0.25%
6/27/24,34.565,34.125,34.25,34.125,0.00K,2.19%
6/26/24,33.825,35.15,35.15,34.85,0.08K,-2.96%
6/25/24,34.855,34.325,34.875,34.325,0.17K,2.27%
6/24/24,34.08,33.8,34.55,33.8,0.21K,0.42%
6/21/24,33.936,34.4,34.555,33.87,0.52K,-1.53%
6/20/24,34.465,34.53,35.69,34.25,0.89K,-0.68%
6/18/24,34.7,34.28,35.05,34.28,0.60K,1.43%
6/17/24,34.21,35.4,35.4,34.2,0.41K,-3.25%
6/14/24,35.36,35.375,36.045,34.85,0.41K,-1.02%
6/13/24,35.725,35.665,36.75,35.56,0.40K,1.22%
6/12/24,35.295,34.055,36.025,33.93,0.43K,2.95%
6/11/24,34.285,33.675,35.335,33.58,0.26K,0.07%
6/10/24,34.26,33.005,34.675,32.43,0.62K,3.48%
6/7/24,33.109,32.885,33.405,32.815,0.36K,-1.71%
6/6/24,33.685,33.225,34.15,32.96,0.43K,0.99%
6/5/24,33.355,33.75,34.38,33.175,1.08K,-1.30%
6/4/24,33.795,36.075,36.48,33.69,0.93K,-6.16%
6/3/24,36.015,36.23,38.5,35.695,0.43K,5.24%
5/31/24,34.223,35.28,35.7,34.13,0.37K,-2.75%
5/30/24,35.192,33.875,34.545,33.6,0.06K,3.87%
5/29/24,33.88,34.135,34.3,33.4,0.17K,1.03%
5/28/24,33.535,34.41,34.8,33.38,0.16K,-1.70%
5/24/24,34.115,35.6,35.6,33.5,0.76K,-3.16%
5/23/24,35.23,34.62,36.165,33.855,1.23K,2.44%
5/22/24,34.39,32.88,34.75,32.83,1.01K,4.20%
5/21/24,33.005,31.625,33.205,31.33,0.79K,3.89%
5/20/24,31.77,31.32,32.17,31.245,0.84K,3.25%
5/17/24,30.769,30.88,31.02,30.25,0.81K,1.72%
5/16/24,30.25,29.51,30.75,29.51,1.15K,1.73%
5/15/24,29.735,29.585,30.55,29.5,1.35K,0.22%
5/14/24,29.67,29.765,30.2,29.33,1.49K,0.30%
5/13/24,29.58,29.595,29.875,29.165,1.21K,-1.50%
5/10/24,30.03,30.74,31.565,29.655,1.25K,-2.71%
5/9/24,30.865,30.835,31.5,30.44,1.09K,0.83%
5/8/24,30.61,30.585,31.05,30.045,1.37K,-1.46%
5/7/24,31.065,31.6,32.145,30.565,1.81K,-2.31%
5/6/24,31.8,30.72,32.175,30.72,1.10K,4.16%
5/3/24,30.53,30.71,31.78,30.045,1.09K,-1.25%
5/2/24,30.915,28.525,31.175,28.525,1.62K,7.61%
5/1/24,28.73,28.7,29.055,28.475,0.79K,-1.34%
4/30/24,29.12,28.45,29.505,28.45,0.43K,4.02%
4/29/24,27.994,27.994,27.994,27.994,0.00K,-3.08%
4/26/24,28.885,29.865,30.265,29.265,0.07K,-2.97%
4/25/24,29.77,29.645,30.65,29.36,0.09K,2.58%
4/24/24,29.02,29.12,29.33,28.2,0.23K,2.13%
4/23/24,28.415,28.965,29.905,28.4,0.17K,-3.05%
4/22/24,29.31,29.85,30.425,29.075,0.38K,-4.71%
4/19/24,30.758,33.615,33.715,30.575,0.64K,-4.80%
4/18/24,32.31,30.98,32.615,30.39,0.70K,3.26%
4/17/24,31.29,33.7,33.7,31.2,0.54K,-5.58%
4/16/24,33.14,32.02,33.71,31.845,0.72K,6.41%
4/15/24,31.145,31.23,31.56,29.85,0.53K,1.34%
4/12/24,30.732,29.565,30.98,28.95,1.28K,4.62%
4/11/24,29.375,27.75,29.685,27.645,1.13K,8.39%
4/10/24,27.1,27.53,27.87,26.825,1.46K,-0.91%
4/9/24,27.35,27.955,28.57,27.18,0.67K,-2.01%
4/8/24,27.91,26.495,28.205,26.46,0.90K,4.91%
4/5/24,26.605,26.56,27.025,26.07,0.46K,1.53%
4/4/24,26.205,25.685,26.555,25.52,1.35K,2.50%
4/3/24,25.565,25.7,25.955,25.185,1.77K,-2.44%
4/2/24,26.205,27.35,27.5,26.045,0.71K,-4.15%
4/1/24,27.34,27.34,27.34,27.34,,0.00%
3/28/24,27.34,27.55,28.125,27.195,0.34K,-1.25%
3/27/24,27.687,27.35,27.35,27.15,0.03K,2.05%
3/26/24,27.13,27.61,28.105,27.15,0.56K,-4.77%
3/25/24,28.49,28.825,29.07,28.07,0.13K,2.57%
3/22/24,27.776,26.525,27.875,26.525,0.40K,5.21%
3/21/24,26.4,27.045,27.39,26.35,0.29K,-4.83%
3/20/24,27.74,28.385,28.745,27.415,0.62K,-3.90%
3/19/24,28.865,28.9,29.675,27.8,0.37K,0.16%
3/18/24,28.82,28.025,29.15,28.025,0.76K,6.64%
3/15/24,27.026,26.255,27.295,26,1.15K,3.75%
3/14/24,26.05,24.675,26.6,24.675,0.51K,4.60%
3/13/24,24.905,25.1,25.425,24.555,0.24K,0.52%
3/12/24,24.775,25.01,25.01,24.355,0.30K,-0.62%
3/11/24,24.93,25.97,26.465,24.76,0.45K,-5.53%
3/8/24,26.39,26.335,26.79,25.975,0.36K,1.54%
3/7/24,25.99,26.015,26.925,25.76,0.18K,-2.18%
3/6/24,26.57,27.065,28.56,26.15,0.29K,-3.28%
3/5/24,27.47,26.66,28.685,26.66,0.47K,2.18%
3/4/24,26.885,25.2,27.28,24.87,0.38K,4.17%
3/1/24,25.809,25.275,25.9,25.125,0.58K,3.80%
2/29/24,24.865,25.55,25.55,24.795,0.17K,-2.94%
2/28/24,25.619,25.625,25.65,25.32,0.01K,5.04%
2/27/24,24.39,23.25,24.75,23.25,0.11K,1.58%
2/26/24,24.01,23.2,24.2,23.075,0.12K,4.69%
2/23/24,22.934,22.77,23.45,22.65,0.12K,-1.13%
2/22/24,23.195,23.975,23.975,22.75,0.35K,-3.25%
2/21/24,23.975,24.1,24.25,23.655,0.48K,-0.81%
2/20/24,24.17,24.355,24.69,23.425,0.58K,-2.62%
2/16/24,24.82,25.2,25.2,24.415,0.45K,-0.58%
2/15/24,24.965,24.85,25.7,24.805,0.43K,0.44%
2/14/24,24.855,25.105,25.415,24.555,0.82K,-2.28%
2/13/24,25.435,26.15,26.495,25.25,0.81K,-1.15%
2/12/24,25.73,26.18,26.325,25.63,0.52K,-5.11%
2/9/24,27.115,27.255,27.45,26.65,0.27K,-2.50%
2/8/24,27.81,28.15,28.505,27.665,0.59K,-1.33%
2/7/24,28.185,28.225,28.845,28.005,0.28K,-1.47%
2/6/24,28.605,28.42,29.2,27.8,0.33K,0.94%
2/5/24,28.34,29.85,29.85,28.08,0.48K,-3.29%
2/2/24,29.305,28.63,29.54,28.63,1.46K,1.09%
2/1/24,28.99,30.14,30.715,28.8,1.04K,-4.12%
1/31/24,30.235,29.49,31.05,29.18,0.20K,2.87%
1/30/24,29.391,28.05,28.55,28.05,0.09K,4.32%
1/29/24,28.175,28.54,28.95,28.155,0.21K,0.34%
1/26/24,28.079,27.14,27.975,26.84,0.06K,1.06%
1/25/24,27.785,28.8,29.215,27.485,0.12K,-3.96%
1/24/24,28.93,27.455,29.13,27.445,0.63K,6.26%
1/23/24,27.225,27.375,27.78,26.725,0.92K,-0.15%
1/22/24,27.265,27.105,27.8,26.755,0.35K,-4.09%
1/19/24,28.429,28.6,29.13,28.175,0.29K,1.91%
1/18/24,27.895,27.675,28.705,27.55,0.38K,0.67%
1/17/24,27.71,29.135,29.6,27.44,0.22K,-6.56%
1/16/24,29.655,31.31,31.535,29.32,0.90K,-7.30%
1/12/24,31.99,31.46,32.2,30.93,1.42K,3.81%
1/11/24,30.815,30.7,31,30.235,0.41K,-0.40%
1/10/24,30.94,31.145,31.45,30.325,0.49K,0.98%
1/9/24,30.64,30.405,31.8,30.23,0.50K,-2.98%
1/8/24,31.58,33.75,33.95,31.315,1.34K,-8.60%
1/5/24,34.55,32.46,35.045,32.46,0.48K,3.41%
1/4/24,33.41,33.575,33.92,32.125,1.12K,1.88%
1/3/24,32.795,30.485,33.205,30.485,1.72K,7.28%
1/2/24,30.57,33.395,33.395,30.07,0.32K,-5.50%
12/29/23,32.35,33.55,34.065,31.635,0.21K,-2.28%
12/28/23,33.105,34.015,34.015,34.01,1.00K,-6.79%
12/27/23,35.515,36.875,36.875,35.5,0.63K,3.92%
12/26/23,34.175,34.175,34.175,34.175,,0.00%
12/22/23,34.174,34.56,34.665,33.48,0.70K,-0.09%
12/21/23,34.205,34.27,36.245,33.97,0.66K,2.04%
12/20/23,33.52,34.56,34.56,32.905,0.69K,2.92%
12/19/23,32.57,34.33,34.33,32.18,0.58K,-8.31%
12/18/23,35.52,33.635,37.385,32.465,2.61K,7.02%
12/15/23,33.19,33.895,34.43,33.01,0.22K,-4.76%
12/14/23,34.85,36.65,36.65,34.585,0.41K,-2.68%
12/13/23,35.81,34.675,36.25,34.675,2.34K,3.18%
12/12/23,34.705,36.43,36.535,34.535,0.85K,-3.92%
12/11/23,36.12,36.345,37.155,35.95,1.19K,-6.42%
12/8/23,38.6,41.275,41.65,38.595,0.14K,-3.43%
12/7/23,39.97,39.8,40.885,39.61,0.08K,1.67%
12/6/23,39.315,38.995,39.78,38.92,1.32K,3.09%
12/5/23,38.135,39.455,39.92,37.94,2.35K,-4.91%
12/4/23,40.105,41.815,41.9,39.905,0.85K,-7.80%
12/1/23,43.496,42.795,44.12,41.745,1.01K,3.34%
11/30/23,42.09,40.44,43.03,40.375,1.66K,4.29%
11/29/23,40.36,41.275,41.275,39.57,0.22K,-5.65%
11/28/23,42.775,44.095,44.095,42.07,4.86K,-2.75%
11/27/23,43.985,45.045,45.045,43.74,1.24K,-5.72%
11/24/23,46.655,46.25,47.18,44.93,0.36K,4.57%
11/22/23,44.615,44.05,45.13,43.355,0.25K,1.25%
11/21/23,44.065,46.175,46.175,43.205,1.49K,-3.83%
11/20/23,45.82,47.035,47.52,45.21,0.85K,1.68%
11/17/23,45.064,46.1,46.75,44.85,0.29K,-1.71%
